% function evaluation | noise-free fitness - Fopt (-5.494000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
31412 +2.568281931e+03 +2.568281931e+03 +3.548651931e+03 +3.548651931e+03 -1.4596e+00 +1.3614e+00 -1.3935e+00 -3.3302e-01 -2.2021e-01 -2.2602e+00 -3.4206e+00 +3.5668e+00 -5.0393e-02 -3.4306e+00 +1.8897e+00 -2.0447e-01 -4.7675e+00 -6.3840e-01 -6.3800e-01 +1.6623e+00 +4.0408e+00 -1.2046e+00 -5.2266e-01 +7.9755e-01
32028 +2.511878731e+03 +2.511878731e+03 +3.492248731e+03 +3.492248731e+03 -1.4598e+00 +1.3624e+00 -1.3934e+00 -3.0172e-01 -2.2017e-01 -2.2600e+00 -3.3803e+00 +3.5791e+00 -6.1836e-02 -3.4668e+00 +1.8250e+00 -1.7831e-01 -4.7676e+00 -6.1940e-01 -6.4073e-01 +1.7141e+00 +4.0388e+00 -1.2224e+00 -5.1842e-01 +8.4035e-01
32774 +2.453458100e+03 +2.453458100e+03 +3.433828100e+03 +3.433828100e+03 -1.4597e+00 +1.3621e+00 -1.3910e+00 -2.7570e-01 -2.2009e-01 -2.2600e+00 -3.3064e+00 +3.6090e+00 -7.3949e-02 -3.4834e+00 +1.7747e+00 -1.8143e-01 -4.7681e+00 -5.8926e-01 -6.4011e-01 +1.7572e+00 +4.0369e+00 -1.2188e+00 -5.1854e-01 +8.6283e-01
33582 +2.398133958e+03 +2.398133958e+03 +3.378503958e+03 +3.378503958e+03 -1.4596e+00 +1.3623e+00 -1.3880e+00 -2.5363e-01 -2.2007e-01 -2.2600e+00 -3.2774e+00 +3.6280e+00 -8.5887e-02 -3.5228e+00 +1.7382e+00 -1.8238e-01 -4.7714e+00 -5.4673e-01 -6.4324e-01 +1.8075e+00 +4.0494e+00 -1.2177e+00 -5.2039e-01 +8.8312e-01
34393 +2.343370670e+03 +2.343370670e+03 +3.323740670e+03 +3.323740670e+03 -1.4589e+00 +1.3628e+00 -1.3886e+00 -2.3168e-01 -2.2000e-01 -2.2601e+00 -3.2392e+00 +3.6623e+00 -9.7857e-02 -3.5694e+00 +1.6968e+00 -1.8784e-01 -4.7722e+00 -4.7367e-01 -6.4320e-01 +1.8388e+00 +4.0483e+00 -1.2115e+00 -5.2103e-01 +8.8149e-01
34970 +2.288597536e+03 +2.288597536e+03 +3.268967536e+03 +3.268967536e+03 -1.4587e+00 +1.3629e+00 -1.3836e+00 -2.0909e-01 -2.2012e-01 -2.2602e+00 -3.1914e+00 +3.6914e+00 -8.8370e-02 -3.5969e+00 +1.6425e+00 -1.7356e-01 -4.7751e+00 -4.3631e-01 -6.4666e-01 +1.8837e+00 +4.0421e+00 -1.2130e+00 -5.2061e-01 +8.8458e-01
35462 +2.237889168e+03 +2.237889168e+03 +3.218259168e+03 +3.218259168e+03 -1.4592e+00 +1.3623e+00 -1.3835e+00 -1.7937e-01 -2.2005e-01 -2.2598e+00 -3.1500e+00 +3.7180e+00 -9.7516e-02 -3.6327e+00 +1.5969e+00 -1.7000e-01 -4.7769e+00 -3.9012e-01 -6.4741e-01 +1.9214e+00 +4.0441e+00 -1.2152e+00 -5.1969e-01 +8.9853e-01
35874 +2.186301836e+03 +2.186301836e+03 +3.166671836e+03 +3.166671836e+03 -1.4590e+00 +1.3627e+00 -1.3825e+00 -1.6240e-01 -2.2011e-01 -2.2599e+00 -3.0953e+00 +3.7517e+00 -9.8020e-02 -3.6586e+00 +1.5469e+00 -1.6921e-01 -4.7775e+00 -3.4271e-01 -6.4914e-01 +1.9684e+00 +4.0452e+00 -1.2191e+00 -5.1803e-01 +9.0917e-01
36325 +2.137202800e+03 +2.137202800e+03 +3.117572800e+03 +3.117572800e+03 -1.4587e+00 +1.3629e+00 -1.3749e+00 -1.4129e-01 -2.2019e-01 -2.2601e+00 -3.0828e+00 +3.7789e+00 -1.0100e-01 -3.7121e+00 +1.5054e+00 -1.6918e-01 -4.7767e+00 -2.6456e-01 -6.5170e-01 +1.9990e+00 +4.0421e+00 -1.2180e+00 -5.1757e-01 +8.9693e-01
36850 +2.088476177e+03 +2.088476177e+03 +3.068846177e+03 +3.068846177e+03 -1.4581e+00 +1.3628e+00 -1.3705e+00 -1.2888e-01 -2.2009e-01 -2.2602e+00 -3.0467e+00 +3.8155e+00 -9.6021e-02 -3.7454e+00 +1.4620e+00 -1.6658e-01 -4.7778e+00 -2.2576e-01 -6.5129e-01 +2.0220e+00 +4.0414e+00 -1.2058e+00 -5.1604e-01 +9.0680e-01
37355 +2.041657079e+03 +2.041657079e+03 +3.022027079e+03 +3.022027079e+03 -1.4580e+00 +1.3627e+00 -1.3597e+00 -9.6611e-02 -2.1999e-01 -2.2603e+00 -3.0126e+00 +3.8422e+00 -9.3922e-02 -3.7834e+00 +1.4386e+00 -1.7307e-01 -4.7777e+00 -1.6662e-01 -6.5191e-01 +2.0419e+00 +4.0390e+00 -1.1913e+00 -5.1686e-01 +9.0680e-01
37856 +1.994816615e+03 +1.994816615e+03 +2.975186615e+03 +2.975186615e+03 -1.4567e+00 +1.3621e+00 -1.3680e+00 -6.4736e-02 -2.1983e-01 -2.2603e+00 -2.9486e+00 +3.8997e+00 -9.6819e-02 -3.8161e+00 +1.3652e+00 -1.7438e-01 -4.7730e+00 -1.0541e-01 -6.4985e-01 +2.0824e+00 +4.0370e+00 -1.1802e+00 -5.1720e-01 +9.1351e-01
38234 +1.947820109e+03 +1.947820109e+03 +2.928190109e+03 +2.928190109e+03 -1.4577e+00 +1.3615e+00 -1.3615e+00 -5.7434e-02 -2.1991e-01 -2.2605e+00 -2.9203e+00 +3.9205e+00 -9.2291e-02 -3.8427e+00 +1.3410e+00 -1.7298e-01 -4.7706e+00 -5.9127e-02 -6.5079e-01 +2.1195e+00 +4.0400e+00 -1.1865e+00 -5.1489e-01 +9.1306e-01
38813 +1.905212020e+03 +1.905212020e+03 +2.885582020e+03 +2.885582020e+03 -1.4558e+00 +1.3614e+00 -1.3599e+00 -3.1270e-02 -2.1994e-01 -2.2606e+00 -2.8953e+00 +3.9562e+00 -9.4114e-02 -3.8894e+00 +1.3039e+00 -1.7055e-01 -4.7740e+00 +4.6668e-03 -6.5237e-01 +2.1462e+00 +4.0389e+00 -1.1686e+00 -5.1600e-01 +9.0974e-01
39549 +1.861866957e+03 +1.861866957e+03 +2.842236957e+03 +2.842236957e+03 -1.4561e+00 +1.3611e+00 -1.3533e+00 -1.7993e-02 -2.1991e-01 -2.2608e+00 -2.8542e+00 +3.9812e+00 -9.5200e-02 -3.9284e+00 +1.2600e+00 -1.7390e-01 -4.7736e+00 +4.8548e-02 -6.5557e-01 +2.1783e+00 +4.0395e+00 -1.1654e+00 -5.1631e-01 +9.2199e-01
40132 +1.819668137e+03 +1.819668137e+03 +2.800038137e+03 +2.800038137e+03 -1.4558e+00 +1.3620e+00 -1.3424e+00 -7.0272e-03 -2.1991e-01 -2.2607e+00 -2.8258e+00 +4.0089e+00 -9.2001e-02 -3.9714e+00 +1.2160e+00 -1.7490e-01 -4.7710e+00 +1.1612e-01 -6.5509e-01 +2.2156e+00 +4.0401e+00 -1.1731e+00 -5.1589e-01 +9.2222e-01
40713 +1.778140041e+03 +1.778140041e+03 +2.758510041e+03 +2.758510041e+03 -1.4567e+00 +1.3619e+00 -1.3293e+00 +2.7110e-02 -2.1992e-01 -2.2605e+00 -2.7862e+00 +4.0291e+00 -9.5675e-02 -4.0019e+00 +1.1736e+00 -1.7496e-01 -4.7727e+00 +1.5523e-01 -6.5824e-01 +2.2526e+00 +4.0410e+00 -1.1660e+00 -5.1549e-01 +9.3294e-01
41291 +1.736882779e+03 +1.736882779e+03 +2.717252779e+03 +2.717252779e+03 -1.4566e+00 +1.3621e+00 -1.3030e+00 +4.7735e-02 -2.1992e-01 -2.2604e+00 -2.7501e+00 +4.0440e+00 -9.1236e-02 -4.0313e+00 +1.1451e+00 -1.7722e-01 -4.7723e+00 +2.0357e-01 -6.5556e-01 +2.2870e+00 +4.0422e+00 -1.1689e+00 -5.1497e-01 +9.4642e-01
42069 +1.697762004e+03 +1.697762004e+03 +2.678132004e+03 +2.678132004e+03 -1.4574e+00 +1.3622e+00 -1.2720e+00 +6.7604e-02 -2.1992e-01 -2.2603e+00 -2.7250e+00 +4.0591e+00 -7.5956e-02 -4.0694e+00 +1.1106e+00 -1.7845e-01 -4.7734e+00 +2.5092e-01 -6.5391e-01 +2.3110e+00 +4.0391e+00 -1.1686e+00 -5.1367e-01 +9.6589e-01
43036 +1.658737050e+03 +1.658737050e+03 +2.639107050e+03 +2.639107050e+03 -1.4575e+00 +1.3622e+00 -1.2654e+00 +8.6314e-02 -2.1994e-01 -2.2603e+00 -2.6705e+00 +4.0955e+00 -7.2490e-02 -4.1059e+00 +1.0646e+00 -1.8037e-01 -4.7744e+00 +3.1088e-01 -6.5390e-01 +2.3505e+00 +4.0354e+00 -1.1748e+00 -5.1591e-01 +9.7297e-01
44036 +1.621508573e+03 +1.621508573e+03 +2.601878573e+03 +2.601878573e+03 -1.4569e+00 +1.3623e+00 -1.2540e+00 +9.5158e-02 -2.1998e-01 -2.2603e+00 -2.6544e+00 +4.1388e+00 -5.2963e-02 -4.1543e+00 +1.0185e+00 -1.8379e-01 -4.7756e+00 +3.9006e-01 -6.5277e-01 +2.3797e+00 +4.0304e+00 -1.1803e+00 -5.1507e-01 +9.6195e-01
45403 +1.584417295e+03 +1.584417295e+03 +2.564787295e+03 +2.564787295e+03 -1.4563e+00 +1.3625e+00 -1.2047e+00 +1.0445e-01 -2.1998e-01 -2.2601e+00 -2.6224e+00 +4.1586e+00 -1.0892e-02 -4.1998e+00 +9.7864e-01 -1.8454e-01 -4.7754e+00 +4.6041e-01 -6.5154e-01 +2.4090e+00 +4.0243e+00 -1.1888e+00 -5.1495e-01 +9.6279e-01
47179 +1.548661036e+03 +1.548661036e+03 +2.529031036e+03 +2.529031036e+03 -1.4597e+00 +1.3618e+00 -1.1809e+00 +1.2306e-01 -2.1997e-01 -2.2600e+00 -2.5751e+00 +4.1834e+00 -2.0575e-03 -4.2399e+00 +9.1833e-01 -1.8391e-01 -4.7751e+00 +5.1854e-01 -6.5368e-01 +2.4566e+00 +4.0161e+00 -1.2108e+00 -5.1374e-01 +9.7639e-01
% function evaluation | noise-free fitness - Fopt (-3.055000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.364099961e+06 +9.364099961e+06 +9.363794461e+06 +9.363794461e+06 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
3 +9.218801072e+06 +9.218801072e+06 +9.218495572e+06 +9.218495572e+06 +5.1409e-02 -1.9845e-01 +2.8511e-02 +3.1531e-02 +7.4144e-02 +1.7000e-01 +4.3251e-02 -3.8148e-02 +3.8891e-01 -2.5162e-01 -3.0361e-01 +2.9940e-01 -1.8288e-01 -1.3668e-02 +1.7014e-01 -4.0512e-01 +1.8772e-01 +1.8434e-01 -9.0636e-02 +1.1949e-01
4 +8.537285018e+06 +8.537285018e+06 +8.536979518e+06 +8.536979518e+06 +3.1264e-02 -3.1164e-01 -1.9817e-01 +7.5803e-02 +1.3191e-02 +1.9438e-01 -1.0066e-01 +1.6474e-01 -5.0780e-02 +4.8567e-02 +2.4305e-02 -2.3012e-01 +1.8751e-02 -1.6289e-01 -2.3544e-01 -1.0343e-01 +1.1436e-01 +2.2547e-01 +1.2522e-01 +1.0593e-01
7 +8.396382886e+06 +8.396382886e+06 +8.396077386e+06 +8.396077386e+06 +1.7307e-01 +8.9416e-02 -1.5775e-01 -1.5470e-01 -3.3588e-04 +2.3272e-01 -2.6963e-01 -8.0289e-02 -2.8873e-02 +1.2272e-01 +9.5490e-02 +7.0358e-02 +1.8568e-01 +2.3592e-02 -1.1394e-01 -1.9839e-01 -3.2944e-01 -3.4849e-01 +1.0754e-01 +4.6208e-01
8 +7.408844753e+06 +7.408844753e+06 +7.408539253e+06 +7.408539253e+06 -3.4913e-02 +2.9553e-01 +3.0732e-01 -2.4643e-01 +7.4052e-02 -2.3911e-01 -1.2149e-01 -3.4509e-01 +2.7820e-01 -1.6919e-01 +7.9410e-02 -2.0220e-01 +2.8594e-02 -3.0817e-01 -2.7790e-01 -3.3012e-02 -5.8560e-02 +1.4589e-01 -4.3997e-02 +2.1764e-01
20 +7.034061412e+06 +7.034061412e+06 +7.033755912e+06 +7.033755912e+06 +1.2380e-01 +1.5183e-02 -2.5470e-01 -4.3600e-01 -1.2363e-01 +1.8708e-01 -7.6858e-03 -2.0936e-01 +4.7993e-02 -8.1814e-02 +1.9242e-01 +3.5808e-01 -7.8151e-02 -2.5927e-01 -1.2058e-01 -8.2230e-02 +1.2256e-02 +9.4470e-02 -2.6258e-01 +5.7299e-01
21 +6.395960254e+06 +6.395960254e+06 +6.395654754e+06 +6.395654754e+06 -7.6888e-02 +1.7137e-01 -4.6227e-01 -3.8658e-01 +5.4496e-02 -2.5509e-01 +1.1039e-01 -4.7110e-01 +5.3085e-02 +4.8707e-02 +8.1068e-02 -1.5113e-01 +2.7689e-01 -1.2040e-01 -2.3413e-01 -5.9271e-02 -4.9328e-01 +3.5134e-01 -1.9848e-01 +2.0949e-01
34 +5.856493106e+06 +5.856493106e+06 +5.856187606e+06 +5.856187606e+06 +4.8985e-01 -1.0718e-01 -6.4718e-01 -4.6094e-01 +5.0459e-02 -4.6417e-03 -2.4185e-01 -1.0875e-01 +1.7690e-01 +4.3219e-01 -4.7535e-02 -2.8227e-02 +3.4478e-02 -2.2439e-01 -1.6133e-01 -2.2870e-01 -3.0712e-02 +2.8674e-01 +2.9798e-01 +4.7513e-01
45 +5.719258503e+06 +5.719258503e+06 +5.718953003e+06 +5.718953003e+06 +3.9800e-01 -1.6695e-01 -7.5943e-01 -5.0871e-01 -3.6582e-01 -1.8917e-02 +7.9106e-02 -1.9453e-01 +7.0138e-01 +3.9393e-01 +1.3511e-01 -1.8268e-01 +2.8773e-01 -4.4988e-01 -2.9005e-01 -6.4206e-02 +1.0139e-02 +4.9815e-01 +2.9479e-01 +5.7525e-01
48 +5.491241165e+06 +5.491241165e+06 +5.490935665e+06 +5.490935665e+06 +5.4222e-01 -2.4790e-01 -6.7071e-01 -5.2864e-01 -1.3499e-01 -8.9111e-02 -6.0024e-01 +1.6184e-01 +6.6943e-01 +5.5633e-01 -2.8951e-01 +2.3655e-01 +1.1259e-01 -1.3894e-01 -1.9622e-01 +1.5708e-01 +1.8313e-01 +3.5909e-01 +6.5775e-01 +4.2043e-01
49 +4.741311241e+06 +4.741311241e+06 +4.741005741e+06 +4.741005741e+06 +7.6150e-01 -3.1303e-01 -5.6923e-01 -6.6731e-01 -4.4707e-01 -3.0628e-02 -2.6972e-01 -1.8662e-01 +6.0718e-01 +3.7331e-01 +8.7712e-02 +3.3646e-01 +2.0290e-01 -4.0217e-01 -3.7640e-01 -1.9039e-01 +3.2497e-02 +4.2739e-01 +2.4825e-01 +9.5176e-01
53 +4.062157950e+06 +4.062157950e+06 +4.061852450e+06 +4.061852450e+06 +5.9996e-01 -3.4766e-01 -1.5241e-01 -1.0715e+00 -3.1016e-01 -5.0954e-02 -2.8985e-01 +5.1560e-02 +7.2186e-01 +4.7219e-01 +5.1865e-02 +5.9671e-01 +4.5761e-01 -9.0636e-03 -2.9848e-01 +1.4722e-01 -4.5279e-03 +3.9925e-01 +4.6611e-01 +8.8138e-01
62 +3.603051833e+06 +3.603051833e+06 +3.602746333e+06 +3.602746333e+06 +7.3616e-01 -2.4917e-01 -3.8063e-01 -8.0757e-01 -4.7667e-01 -2.1886e-01 -7.5695e-01 -3.9679e-02 +4.0623e-01 +9.5145e-01 -4.0493e-01 +5.7186e-01 +6.5817e-01 +9.5518e-02 -2.3007e-01 +9.2874e-03 -3.2687e-02 +4.2178e-01 +2.9356e-01 +6.2854e-01
71 +2.925188875e+06 +2.925188875e+06 +2.924883375e+06 +2.924883375e+06 +3.0718e-01 -1.6627e-01 +8.8963e-02 -1.0857e+00 -3.1424e-01 -3.0162e-01 -7.9886e-01 -8.6381e-02 +6.7690e-01 +7.3928e-01 -6.5928e-02 +7.4618e-01 +4.5412e-01 -4.2689e-01 -3.4005e-01 -9.2320e-02 +3.2743e-01 +8.9250e-01 -1.5269e-01 +7.4097e-01
74 +2.816475320e+06 +2.816475320e+06 +2.816169820e+06 +2.816169820e+06 +9.6728e-01 -5.3904e-01 -3.2480e-01 -1.0976e+00 +5.0605e-02 -9.0710e-02 -7.8568e-01 +1.6859e-01 +5.0939e-01 +9.2506e-01 -7.2752e-02 +6.9352e-01 +6.5278e-01 -4.0343e-01 -4.1190e-01 +6.1264e-01 +3.1552e-03 +8.6667e-01 +8.8280e-04 +7.4399e-01
81 +2.751731015e+06 +2.751731015e+06 +2.751425515e+06 +2.751425515e+06 +7.3730e-01 -3.6630e-01 +3.3675e-01 -1.5206e+00 -2.6839e-01 +2.7566e-01 -7.4779e-01 +4.9538e-01 +4.0942e-01 +8.4282e-01 -3.7453e-01 +6.8577e-01 +1.0544e+00 +2.9367e-02 -4.7145e-01 +2.6602e-01 -1.5326e-01 +6.8547e-01 -5.6451e-01 +5.8634e-01
83 +2.654272205e+06 +2.654272205e+06 +2.653966705e+06 +2.653966705e+06 +1.0679e+00 -4.2984e-01 -1.6946e-02 -1.2213e+00 +8.3912e-02 -6.7726e-02 -6.8521e-01 +6.0033e-02 +3.9698e-01 +9.8124e-01 -8.8734e-01 +4.0102e-01 +9.2507e-01 -3.4320e-01 +2.9676e-02 +1.1562e-01 -1.5359e-01 +8.7062e-01 -7.9321e-02 +9.0365e-01
86 +2.430903433e+06 +2.430903433e+06 +2.430597933e+06 +2.430597933e+06 +9.7860e-01 -5.3551e-01 +7.9824e-02 -1.7351e+00 -9.7509e-02 +2.8830e-02 -4.6256e-01 +3.0872e-01 -5.2661e-02 +7.6633e-01 -1.2499e-01 +5.2657e-01 +6.1522e-01 -7.6852e-01 -3.3425e-01 +7.5103e-02 +2.4701e-02 +1.0675e+00 -8.7431e-02 +5.1564e-01
95 +2.396553982e+06 +2.396553982e+06 +2.396248482e+06 +2.396248482e+06 +7.2694e-01 -9.5427e-01 -5.9111e-02 -1.7806e+00 +1.3871e-01 -1.4452e-03 -8.0293e-01 -1.3468e-01 +3.7610e-01 +7.8302e-01 -5.2681e-01 +6.4359e-01 +7.8817e-01 -5.8770e-01 -1.7313e-01 +3.4984e-01 -1.6125e-01 +7.2345e-01 -2.3281e-01 +6.9283e-01
98 +1.904938810e+06 +1.904938810e+06 +1.904633310e+06 +1.904633310e+06 +4.4652e-01 -6.6322e-01 +4.4212e-01 -1.8540e+00 -1.6350e-01 -4.1213e-01 -5.9998e-01 +4.8502e-01 -3.4156e-02 +5.1413e-01 -6.5445e-01 +3.9094e-01 +8.0618e-01 -6.7767e-01 -6.9890e-01 +1.6429e-01 -1.6836e-01 +8.9368e-01 -3.0456e-01 +6.4257e-01
100 +1.825222552e+06 +1.825222552e+06 +1.824917052e+06 +1.824917052e+06 -1.3225e-01 -1.0946e-01 -3.6119e-03 -1.7266e+00 -1.2809e-01 +2.4645e-01 -8.4628e-01 +2.5640e-01 +6.4737e-01 +1.2192e+00 -1.6092e-01 +3.5808e-01 +5.9660e-01 -8.7708e-01 -7.0008e-01 +1.9437e-01 -3.2525e-01 +6.3763e-01 -1.0884e-01 +2.5750e-01
101 +1.445788703e+06 +1.445788703e+06 +1.445483203e+06 +1.445483203e+06 +8.3545e-01 -5.5049e-01 -1.4906e-01 -1.9573e+00 +1.7566e-01 -1.3247e-01 -7.6199e-01 -6.3602e-02 +3.1740e-01 +1.1989e+00 -6.1126e-01 +1.0402e+00 +5.9755e-01 -1.0160e+00 -5.1641e-01 +6.3218e-02 -5.1267e-01 +9.5954e-01 -5.3343e-01 +6.3398e-01
106 +9.504579848e+05 +9.504579848e+05 +9.501524848e+05 +9.501524848e+05 +5.9065e-01 -5.1882e-01 +1.5873e-01 -2.1881e+00 +2.8052e-01 -1.6101e-02 -1.0474e+00 +1.8965e-02 -4.3800e-02 +1.3427e+00 -8.6682e-01 +8.9452e-01 +9.0384e-01 -1.3301e+00 -4.6894e-01 +1.3967e-01 -3.1249e-01 +9.3633e-01 -2.6790e-01 +4.1040e-01
121 +8.481589314e+05 +8.481589314e+05 +8.478534314e+05 +8.478534314e+05 +4.9292e-01 -1.4810e-01 +2.1163e-01 -2.1650e+00 +3.0176e-01 -3.0395e-01 -1.2428e+00 -2.9024e-01 +3.0753e-01 +1.2832e+00 -5.8419e-01 +3.6884e-01 +4.0926e-01 -1.3466e+00 -3.9753e-01 +4.5032e-01 -4.5240e-01 +1.6575e+00 -2.6059e-01 +2.8391e-01
122 +7.160641591e+05 +7.160641591e+05 +7.157586591e+05 +7.157586591e+05 +3.3618e-01 -5.2258e-01 +4.2636e-01 -2.3145e+00 +9.8225e-02 -3.8619e-01 -1.0607e+00 +3.1611e-02 +2.3686e-01 +1.5874e+00 -1.0789e+00 +3.9475e-01 +7.8365e-01 -1.2545e+00 -5.5993e-01 +7.7687e-01 -9.6328e-01 +8.7096e-01 -2.1757e-01 -2.4148e-01
131 +6.280839304e+05 +6.280839304e+05 +6.277784304e+05 +6.277784304e+05 +4.4284e-01 -7.1423e-01 -1.5142e-03 -2.2325e+00 +4.3000e-01 -2.5763e-01 -6.2206e-01 -2.4255e-01 +4.1720e-02 +2.0957e+00 -1.3120e+00 +7.5849e-01 +6.8101e-01 -1.3059e+00 -6.4414e-01 +8.8939e-01 -1.2253e+00 +5.9652e-01 -5.1308e-01 +1.0898e-01
134 +5.498021373e+05 +5.498021373e+05 +5.494966373e+05 +5.494966373e+05 +5.8628e-02 -5.0213e-01 +3.5900e-01 -2.6334e+00 -5.0741e-01 -8.5975e-01 -7.4517e-01 +4.6461e-01 -5.2476e-01 +1.8289e+00 -6.1853e-01 +3.3182e-01 +8.7518e-01 -7.1758e-01 -2.0992e-01 +4.3162e-01 -1.1043e+00 +1.6867e+00 -7.2520e-02 -6.3865e-02
142 +5.180997865e+05 +5.180997865e+05 +5.177942865e+05 +5.177942865e+05 +3.1854e-01 -1.3527e+00 -1.1041e-01 -2.7139e+00 +1.4055e-01 -6.7346e-01 -6.4421e-01 +6.7248e-02 +2.6374e-01 +2.0651e+00 -9.4232e-01 +6.8043e-01 +4.5251e-01 -1.5404e+00 -9.8489e-02 +7.2923e-01 -1.6618e+00 +1.2832e+00 +7.3121e-02 -6.0120e-01
162 +4.558745738e+05 +4.558745738e+05 +4.555690738e+05 +4.555690738e+05 +5.9221e-02 -1.4035e+00 +6.1944e-01 -3.3092e+00 -1.1154e+00 -1.0643e+00 -3.6037e-02 +3.7731e-01 +9.4671e-01 +2.3568e+00 -2.9068e-01 +1.3600e+00 -5.7667e-02 -1.5624e+00 -8.5226e-01 +2.2144e-01 -1.7335e+00 +1.2231e+00 -3.1981e-01 -4.6739e-01
191 +3.943776437e+05 +3.943776437e+05 +3.940721437e+05 +3.940721437e+05 +4.5105e-01 -4.6751e-01 +4.9994e-01 -2.9383e+00 -1.1275e+00 -1.9381e-01 -7.0722e-01 -4.9569e-01 +1.6694e+00 +3.5572e+00 +9.5713e-01 +8.8797e-01 +2.8860e-01 -9.2760e-01 -9.9091e-01 +2.5567e-01 -1.1435e+00 +6.3458e-01 -1.4092e-01 -1.8437e-01
204 +3.638429938e+05 +3.638429938e+05 +3.635374938e+05 +3.635374938e+05 -2.4363e-01 +5.6822e-01 +6.5009e-01 -3.2135e+00 -8.2868e-01 -1.4929e+00 +1.4535e-01 -3.2802e-01 +2.7291e+00 +3.1026e+00 +2.6570e-01 +3.5373e-01 -4.5763e-01 -1.1782e+00 -6.7532e-01 -4.3647e-01 -1.3398e+00 +7.0034e-01 -7.2187e-01 -6.0119e-01
211 +2.235493028e+05 +2.235493028e+05 +2.232438028e+05 +2.232438028e+05 -7.5347e-02 +1.8215e-01 -6.6237e-01 -2.7167e+00 -1.2734e+00 -1.3603e+00 -2.4138e-01 -4.0593e-01 +2.6859e+00 +3.6100e+00 -8.7083e-01 +5.5323e-01 +3.0821e-01 -3.0546e-01 -5.6801e-01 -2.8795e-02 -2.0420e+00 +3.3796e-01 -4.4597e-01 -7.3951e-01
279 +2.163472738e+05 +2.163472738e+05 +2.160417738e+05 +2.160417738e+05 -1.0400e+00 +5.0162e-01 -5.3812e-01 -1.5312e+00 -4.1339e-01 -1.3775e-01 -1.0341e+00 -1.0291e-01 +3.6269e+00 +4.0839e+00 -6.9774e-01 +7.3264e-02 +1.0192e+00 -4.5474e-01 -7.6690e-01 +5.9010e-01 -1.9480e+00 +5.0365e-01 -1.1717e+00 -3.0828e-01
286 +2.109819991e+05 +2.109819991e+05 +2.106764991e+05 +2.106764991e+05 -1.4536e+00 -7.0576e-02 -6.1657e-01 -1.3464e+00 -6.1473e-01 -8.6497e-01 -8.6544e-01 +3.6642e-02 +4.9761e+00 +4.4151e+00 -1.1262e+00 -3.4795e-01 +5.5859e-01 -5.5314e-01 -1.3645e-01 +8.2738e-01 -1.6962e+00 +1.1244e+00 -1.3961e+00 -6.5660e-01
296 +2.018754921e+05 +2.018754921e+05 +2.015699921e+05 +2.015699921e+05 -1.3987e+00 +6.7163e-01 -7.7491e-01 -5.5075e-01 -1.1552e+00 -9.4587e-01 -8.9687e-01 -2.6413e-01 +4.9183e+00 +5.1808e+00 -8.6352e-01 -5.0159e-01 +7.6514e-01 -8.3780e-01 -6.6948e-01 +9.5185e-01 -2.2126e+00 +6.9941e-01 -1.6246e+00 -1.6842e-01
304 +1.900632929e+05 +1.900632929e+05 +1.897577929e+05 +1.897577929e+05 -2.0133e+00 +5.1125e-02 -4.1073e-01 -7.1251e-01 -7.9950e-01 -1.1201e+00 -1.0666e+00 -2.7024e-01 +4.2595e+00 +5.4340e+00 -3.9448e-01 -6.4658e-01 +5.4037e-01 -8.8330e-01 -1.5349e-01 +4.7407e-01 -1.8750e+00 +8.4991e-01 -2.5652e+00 -7.7816e-01
315 +1.003745694e+05 +1.003745694e+05 +1.000690694e+05 +1.000690694e+05 -1.3338e+00 +5.8454e-01 -6.3068e-01 -5.0734e-02 -2.8147e-01 -9.8987e-01 +5.8095e-02 -5.9309e-01 +5.2631e+00 +6.2561e+00 -1.0451e+00 -2.2984e-01 +4.9103e-01 -2.3787e-01 -4.1909e-01 +8.3535e-02 -2.0096e+00 +1.7745e-02 -1.8634e+00 +4.6234e-01
546 +9.377821661e+04 +9.377821661e+04 +9.347271661e+04 +9.347271661e+04 -1.6563e+00 +1.4161e+00 -1.0051e+00 -3.9028e-01 -5.4786e-01 -4.0282e-01 +6.9350e-01 -8.1462e-02 +7.3147e+00 +5.8041e+00 -1.8499e+00 -1.3311e+00 -4.0620e-01 -1.1243e+00 +4.6722e-01 +2.4897e-01 -1.6275e+00 +2.6543e-01 -9.3279e-01 +2.9406e+00
557 +8.954078194e+04 +8.954078194e+04 +8.923528194e+04 +8.923528194e+04 -2.3730e+00 +1.7743e+00 -1.0280e+00 -8.2010e-01 -9.6398e-02 -1.4425e-01 +9.5500e-01 -1.7288e-03 +7.6352e+00 +5.1004e+00 -1.7801e+00 -1.1365e+00 -1.2495e-01 -9.5759e-01 +7.0935e-01 +1.1097e+00 -2.3018e+00 +3.7691e-01 -1.4029e+00 +3.2273e+00
