% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
909 +1.731092244e+02 +1.731092244e+02 +1.546492244e+02 +1.546492244e+02 +2.4640e+00 -7.2589e-01 +1.4242e+00 -1.0654e+00 +3.8551e+00 -1.8452e+00 -8.4491e-01 +1.0598e+00 -1.6188e+00 +1.1122e+00 -2.9182e-01 -3.8422e+00 -1.9931e+00 +2.7984e+00 -3.0483e+00 +3.2720e+00 -2.3890e+00 +3.1965e+00 -9.4360e-01 +1.5640e+00
939 +1.605625543e+02 +1.605625543e+02 +1.421025543e+02 +1.421025543e+02 +2.3059e+00 -7.2647e-01 +1.5074e+00 -8.7279e-01 +3.8186e+00 -1.8351e+00 -8.1339e-01 +1.1211e+00 -1.6118e+00 +1.0381e+00 -2.5811e-01 -3.8988e+00 -1.9043e+00 +2.8509e+00 -2.9755e+00 +3.2922e+00 -2.1725e+00 +3.2703e+00 -1.0655e+00 +1.5984e+00
985 +1.549740375e+02 +1.549740375e+02 +1.365140375e+02 +1.365140375e+02 +2.2261e+00 -6.9323e-01 +1.4622e+00 -7.7116e-01 +3.9125e+00 -1.9073e+00 -9.2512e-01 +1.1833e+00 -1.5207e+00 +1.0064e+00 -2.8441e-01 -3.8462e+00 -1.9636e+00 +2.8817e+00 -2.9290e+00 +3.3372e+00 -2.1831e+00 +3.1337e+00 -1.0900e+00 +1.5571e+00
993 +1.461906950e+02 +1.461906950e+02 +1.277306950e+02 +1.277306950e+02 +2.2652e+00 -7.2260e-01 +1.3738e+00 -8.6879e-01 +3.9072e+00 -1.9473e+00 -9.3527e-01 +1.1747e+00 -1.4788e+00 +1.1297e+00 -2.5172e-01 -3.8164e+00 -1.9151e+00 +2.9306e+00 -3.0318e+00 +3.3727e+00 -2.1679e+00 +3.1021e+00 -1.1019e+00 +1.5091e+00
1001 +1.383146679e+02 +1.383146679e+02 +1.198546679e+02 +1.198546679e+02 +2.2057e+00 -6.3123e-01 +1.4455e+00 -9.0489e-01 +3.9696e+00 -1.9053e+00 -9.2174e-01 +1.1774e+00 -1.6015e+00 +1.0196e+00 -2.8555e-01 -3.9091e+00 -1.9642e+00 +2.8878e+00 -3.0081e+00 +3.3150e+00 -2.1736e+00 +3.1351e+00 -1.1443e+00 +1.5304e+00
1012 +1.366822600e+02 +1.366822600e+02 +1.182222600e+02 +1.182222600e+02 +2.2209e+00 -7.2838e-01 +1.4560e+00 -8.9976e-01 +3.8200e+00 -1.8594e+00 -9.2367e-01 +1.3439e+00 -1.5618e+00 +1.1273e+00 -2.6044e-01 -3.8512e+00 -1.9827e+00 +2.8543e+00 -3.0232e+00 +3.2818e+00 -2.1852e+00 +3.1704e+00 -1.1079e+00 +1.5928e+00
1025 +1.281981528e+02 +1.281981528e+02 +1.097381528e+02 +1.097381528e+02 +2.2294e+00 -6.2749e-01 +1.4368e+00 -8.2235e-01 +3.8503e+00 -1.7884e+00 -8.7424e-01 +1.2368e+00 -1.5607e+00 +1.2022e+00 -2.7458e-01 -3.8595e+00 -1.9772e+00 +2.8522e+00 -3.0195e+00 +3.3027e+00 -2.1611e+00 +3.2146e+00 -1.1178e+00 +1.5937e+00
1055 +1.255609828e+02 +1.255609828e+02 +1.071009828e+02 +1.071009828e+02 +2.2542e+00 -5.9691e-01 +1.4927e+00 -8.3449e-01 +3.8711e+00 -1.7818e+00 -9.2050e-01 +1.2069e+00 -1.5125e+00 +1.1682e+00 -2.3621e-01 -3.8470e+00 -1.9297e+00 +2.8082e+00 -3.0540e+00 +3.3390e+00 -2.2353e+00 +3.2396e+00 -1.0897e+00 +1.4966e+00
1080 +1.148902942e+02 +1.148902942e+02 +9.643029418e+01 +9.643029418e+01 +2.1526e+00 -5.5497e-01 +1.4854e+00 -8.8646e-01 +3.8131e+00 -1.7924e+00 -8.7714e-01 +1.2035e+00 -1.5687e+00 +1.0704e+00 -2.2880e-01 -3.8455e+00 -1.9964e+00 +2.8719e+00 -3.0067e+00 +3.3464e+00 -2.1315e+00 +3.2549e+00 -1.1019e+00 +1.5269e+00
1092 +1.136208399e+02 +1.136208399e+02 +9.516083986e+01 +9.516083986e+01 +2.1494e+00 -5.4647e-01 +1.5227e+00 -1.0206e+00 +3.8362e+00 -1.7816e+00 -8.7368e-01 +1.2162e+00 -1.5629e+00 +1.0965e+00 -2.4350e-01 -3.8582e+00 -2.0391e+00 +2.8008e+00 -2.9933e+00 +3.3078e+00 -2.2023e+00 +3.1883e+00 -1.1053e+00 +1.5470e+00
1097 +1.110798856e+02 +1.110798856e+02 +9.261988557e+01 +9.261988557e+01 +2.1471e+00 -5.4005e-01 +1.5314e+00 -9.5214e-01 +3.8832e+00 -1.8147e+00 -9.1468e-01 +1.2460e+00 -1.5882e+00 +1.1261e+00 -2.4670e-01 -3.8096e+00 -2.0313e+00 +2.8196e+00 -3.0095e+00 +3.3381e+00 -2.1452e+00 +3.2182e+00 -1.0922e+00 +1.5104e+00
1121 +1.084198819e+02 +1.084198819e+02 +8.995988190e+01 +8.995988190e+01 +2.1328e+00 -4.9613e-01 +1.5298e+00 -1.0376e+00 +3.8809e+00 -1.7945e+00 -9.1205e-01 +1.2464e+00 -1.5819e+00 +1.1134e+00 -2.3024e-01 -3.8315e+00 -2.1329e+00 +2.8068e+00 -3.0519e+00 +3.3646e+00 -2.1761e+00 +3.2218e+00 -1.0930e+00 +1.5024e+00
1178 +1.053801238e+02 +1.053801238e+02 +8.692012377e+01 +8.692012377e+01 +2.1331e+00 -4.9102e-01 +1.5894e+00 -8.2398e-01 +3.9161e+00 -1.7964e+00 -9.4551e-01 +1.2391e+00 -1.6183e+00 +1.1408e+00 -1.8793e-01 -3.8570e+00 -2.0721e+00 +2.8402e+00 -3.0283e+00 +3.3724e+00 -2.1736e+00 +3.2002e+00 -1.1076e+00 +1.5399e+00
1197 +1.021737408e+02 +1.021737408e+02 +8.371374084e+01 +8.371374084e+01 +2.1703e+00 -5.0841e-01 +1.5562e+00 -8.3146e-01 +3.9039e+00 -1.7812e+00 -9.4774e-01 +1.2281e+00 -1.6064e+00 +1.1589e+00 -1.9720e-01 -3.8860e+00 -2.1086e+00 +2.8431e+00 -3.0244e+00 +3.3639e+00 -2.1585e+00 +3.2097e+00 -1.1029e+00 +1.5531e+00
1240 +9.936871495e+01 +9.936871495e+01 +8.090871495e+01 +8.090871495e+01 +2.1815e+00 -4.9231e-01 +1.5745e+00 -8.5707e-01 +3.8972e+00 -1.7854e+00 -9.3255e-01 +1.2420e+00 -1.6034e+00 +1.1374e+00 -1.8386e-01 -3.8994e+00 -2.1198e+00 +2.7931e+00 -3.0199e+00 +3.3754e+00 -2.1709e+00 +3.1914e+00 -1.1086e+00 +1.5125e+00
1246 +9.751226222e+01 +9.751226222e+01 +7.905226222e+01 +7.905226222e+01 +2.1489e+00 -4.5504e-01 +1.5725e+00 -9.0533e-01 +3.8910e+00 -1.7851e+00 -9.0745e-01 +1.2361e+00 -1.6047e+00 +1.1205e+00 -1.9334e-01 -3.8848e+00 -2.1209e+00 +2.8099e+00 -3.0044e+00 +3.3384e+00 -2.1676e+00 +3.2177e+00 -1.0915e+00 +1.5442e+00
1292 +9.466807460e+01 +9.466807460e+01 +7.620807460e+01 +7.620807460e+01 +2.1815e+00 -4.5469e-01 +1.5715e+00 -8.5708e-01 +3.8931e+00 -1.8034e+00 -9.1876e-01 +1.2295e+00 -1.5934e+00 +1.1611e+00 -2.1195e-01 -3.8976e+00 -2.1404e+00 +2.8007e+00 -3.0197e+00 +3.3691e+00 -2.1830e+00 +3.2185e+00 -1.0984e+00 +1.5214e+00
1335 +9.265366783e+01 +9.265366783e+01 +7.419366783e+01 +7.419366783e+01 +2.1754e+00 -4.2630e-01 +1.5566e+00 -8.8990e-01 +3.8953e+00 -1.7914e+00 -9.2407e-01 +1.2107e+00 -1.6041e+00 +1.1577e+00 -2.3660e-01 -3.9185e+00 -2.1399e+00 +2.7905e+00 -3.0269e+00 +3.3703e+00 -2.1865e+00 +3.2285e+00 -1.0985e+00 +1.5113e+00
1351 +9.045068109e+01 +9.045068109e+01 +7.199068109e+01 +7.199068109e+01 +2.1790e+00 -3.9286e-01 +1.5409e+00 -9.2432e-01 +3.9005e+00 -1.7860e+00 -9.2087e-01 +1.2128e+00 -1.6148e+00 +1.1464e+00 -2.1841e-01 -3.9081e+00 -2.1320e+00 +2.7934e+00 -3.0205e+00 +3.3653e+00 -2.1646e+00 +3.2036e+00 -1.0997e+00 +1.5013e+00
1368 +8.911749517e+01 +8.911749517e+01 +7.065749517e+01 +7.065749517e+01 +2.1931e+00 -4.0115e-01 +1.5411e+00 -8.9364e-01 +3.8925e+00 -1.7923e+00 -9.4525e-01 +1.1934e+00 -1.6030e+00 +1.1554e+00 -2.2054e-01 -3.8965e+00 -2.1325e+00 +2.7988e+00 -3.0175e+00 +3.3605e+00 -2.1703e+00 +3.2125e+00 -1.1040e+00 +1.5194e+00
1454 +8.639222659e+01 +8.639222659e+01 +6.793222659e+01 +6.793222659e+01 +2.1966e+00 -3.1131e-01 +1.5506e+00 -8.8159e-01 +3.9084e+00 -1.8089e+00 -9.2878e-01 +1.1887e+00 -1.5889e+00 +1.1302e+00 -2.3602e-01 -3.9034e+00 -2.0905e+00 +2.8320e+00 -3.0140e+00 +3.3586e+00 -2.1776e+00 +3.2167e+00 -1.1004e+00 +1.4960e+00
1491 +8.445704472e+01 +8.445704472e+01 +6.599704472e+01 +6.599704472e+01 +2.1966e+00 -2.7740e-01 +1.5637e+00 -9.1233e-01 +3.9061e+00 -1.8179e+00 -9.2222e-01 +1.1950e+00 -1.5839e+00 +1.1192e+00 -2.3105e-01 -3.9123e+00 -2.1002e+00 +2.8105e+00 -3.0093e+00 +3.3524e+00 -2.1750e+00 +3.2104e+00 -1.1019e+00 +1.4934e+00
1526 +8.309873457e+01 +8.309873457e+01 +6.463873457e+01 +6.463873457e+01 +2.1940e+00 -2.5187e-01 +1.5575e+00 -8.8873e-01 +3.8812e+00 -1.8036e+00 -9.1071e-01 +1.2027e+00 -1.5785e+00 +1.1158e+00 -2.3208e-01 -3.9158e+00 -2.1144e+00 +2.8147e+00 -3.0144e+00 +3.3595e+00 -2.1725e+00 +3.2010e+00 -1.1068e+00 +1.4985e+00
1550 +8.073290828e+01 +8.073290828e+01 +6.227290828e+01 +6.227290828e+01 +2.1777e+00 -1.5841e-01 +1.5696e+00 -8.8806e-01 +3.9002e+00 -1.8150e+00 -9.1505e-01 +1.1694e+00 -1.5740e+00 +1.1128e+00 -2.3737e-01 -3.9076e+00 -2.1385e+00 +2.8063e+00 -3.0092e+00 +3.3602e+00 -2.1698e+00 +3.2109e+00 -1.1052e+00 +1.5170e+00
1684 +7.941271245e+01 +7.941271245e+01 +6.095271245e+01 +6.095271245e+01 +2.1623e+00 -1.0714e-01 +1.5518e+00 -8.9951e-01 +3.8403e+00 -1.8029e+00 -9.5591e-01 +1.1759e+00 -1.5716e+00 +1.1362e+00 -2.3568e-01 -3.9128e+00 -2.1391e+00 +2.7984e+00 -3.0155e+00 +3.3466e+00 -2.1810e+00 +3.2150e+00 -1.0983e+00 +1.5052e+00
% function evaluation | noise-free fitness - Fopt (-6.046000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.033780051e+02 +8.033780051e+02 +7.429180051e+02 +7.429180051e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
8 +7.759200005e+02 +7.759200005e+02 +7.154600005e+02 +7.154600005e+02 -8.4574e-02 +3.5676e-02 +1.2928e-01 +8.5465e-02 +2.5004e-01 -1.8482e-01 -2.1226e-01 +2.3225e-01 -8.8571e-02 +4.3583e-02 -4.0590e-01 +6.3237e-02 +1.2681e-01 +2.3878e-02 -1.8317e-01 -2.2636e-01 -8.0754e-03 +4.1318e-01 +1.2961e-01 -2.9770e-01
10 +7.541039567e+02 +7.541039567e+02 +6.936439567e+02 +6.936439567e+02 +3.8960e-02 -1.2110e-01 -8.0977e-02 +4.2550e-01 +3.0457e-01 -3.9501e-01 -2.5419e-01 -8.3209e-02 -9.3218e-02 -2.7171e-03 -2.0486e-01 +4.4529e-01 +2.8679e-01 +3.7673e-01 +4.1778e-01 -9.9467e-02 -9.5092e-02 +5.3123e-02 +1.7719e-01 -1.8752e-01
15 +7.087397762e+02 +7.087397762e+02 +6.482797762e+02 +6.482797762e+02 -7.1584e-02 -1.5787e-01 +1.9383e-02 +3.1177e-01 -6.6319e-02 +2.3011e-01 -9.0019e-02 -6.7427e-02 -5.5603e-02 -3.4926e-02 -1.0546e-01 -5.1940e-02 -2.4271e-01 +6.1683e-02 +5.3003e-01 -4.1427e-01 +4.3835e-01 -4.0327e-03 +8.7190e-02 -3.5989e-01
22 +6.804198045e+02 +6.804198045e+02 +6.199598045e+02 +6.199598045e+02 -1.6402e-01 -1.9158e-01 -3.1262e-01 +7.8149e-02 -2.6232e-01 -5.1313e-02 +1.8853e-02 -2.1273e-01 -6.8857e-02 +3.0191e-01 -4.5224e-02 +2.4940e-01 -3.0568e-01 +2.0213e-01 +4.4821e-01 -5.6663e-01 -1.3870e-01 -2.0306e-01 -2.1592e-01 -4.8470e-01
33 +6.314156516e+02 +6.314156516e+02 +5.709556516e+02 +5.709556516e+02 -1.7781e-01 -4.5550e-03 -5.1002e-01 -1.3620e-01 -2.4796e-01 +1.3362e-03 -8.3008e-03 +3.8209e-02 +2.8942e-01 -5.5801e-02 -1.1557e-01 -1.2909e-01 -2.8196e-01 +1.9057e-01 +3.9663e-01 -6.1770e-01 +1.8190e-01 -4.5959e-01 -4.4078e-02 -8.1573e-01
35 +5.977326330e+02 +5.977326330e+02 +5.372726330e+02 +5.372726330e+02 -1.7574e-01 -2.6373e-01 -7.0137e-02 +1.6256e-02 -2.9191e-01 +8.7490e-02 -1.8327e-01 +2.2848e-01 -1.1018e-01 -2.5540e-02 -1.7586e-01 -9.5354e-02 -1.4159e-01 +1.1627e-01 +1.5927e-01 -3.4900e-01 +4.6438e-01 -3.5094e-01 -1.3445e-01 -1.1801e+00
53 +5.606721072e+02 +5.606721072e+02 +5.002121072e+02 +5.002121072e+02 -1.0018e-01 +1.0557e-01 +1.4841e-01 -7.0196e-02 -2.6109e-01 -1.8301e-01 +1.3506e-01 +1.6671e-01 +4.3756e-01 -4.9467e-02 +2.2730e-01 +1.2397e-01 +3.2096e-02 -3.1346e-01 +5.5513e-01 -5.4399e-01 +1.9605e-01 +9.7506e-02 -2.6426e-01 -1.0728e+00
57 +5.490356693e+02 +5.490356693e+02 +4.885756693e+02 +4.885756693e+02 +5.5869e-02 -2.3388e-01 +2.4155e-01 -1.3131e-01 -1.9631e-01 -4.0173e-02 -3.3100e-01 +2.5801e-01 +5.8115e-02 -7.5987e-02 -1.2520e-02 -1.0567e-01 -2.2723e-01 +2.0917e-01 +3.1660e-01 -3.1294e-01 +4.9694e-01 -5.0465e-01 -7.0782e-01 -1.2117e+00
60 +5.143777122e+02 +5.143777122e+02 +4.539177122e+02 +4.539177122e+02 +1.6873e-02 -1.2019e-01 +2.0727e-01 -2.0061e-01 -5.2338e-01 -2.7179e-01 -1.8007e-01 +4.4871e-01 +2.4560e-01 -1.7831e-02 -1.6864e-02 -3.7660e-02 +9.9176e-02 -3.2627e-01 +6.4159e-01 -6.8772e-01 +7.8965e-02 -4.8947e-01 -7.9532e-01 -1.4553e+00
71 +4.582862045e+02 +4.582862045e+02 +3.978262045e+02 +3.978262045e+02 -1.5134e-01 +2.7972e-01 +8.0900e-02 -1.4166e-01 -3.4216e-01 +1.4435e-01 -4.2292e-01 +1.3760e-01 +3.3697e-01 +1.6901e-02 -7.9943e-02 +3.2688e-01 +9.0227e-02 -5.1654e-01 +5.8765e-01 -4.1857e-01 +2.0251e-01 -5.6111e-01 -9.4636e-01 -2.0745e+00
79 +4.354666453e+02 +4.354666453e+02 +3.750066453e+02 +3.750066453e+02 +4.0045e-01 +2.5154e-01 +1.9848e-01 +2.1893e-02 -2.9879e-01 -2.0047e-01 -3.9257e-01 +1.7260e-01 +7.3241e-02 -1.0868e-02 +3.4012e-02 +1.8758e-01 +2.0513e-02 -2.7163e-01 +5.6502e-01 -2.6267e-01 +4.3665e-01 -5.5054e-01 -1.0792e+00 -2.0545e+00
90 +4.044884610e+02 +4.044884610e+02 +3.440284610e+02 +3.440284610e+02 -1.6840e-03 -4.8007e-02 -2.7125e-01 +3.3003e-01 +1.4055e-01 +4.3450e-01 -2.0698e-01 +1.3725e-01 +1.6331e-01 -2.5578e-01 -1.1451e-01 +5.2348e-01 +4.9259e-01 -3.6619e-01 +9.4016e-01 -5.6541e-03 +3.6260e-01 -2.8056e-01 -1.0958e+00 -2.7989e+00
122 +3.728010171e+02 +3.728010171e+02 +3.123410171e+02 +3.123410171e+02 +3.1737e-01 -9.6329e-02 -2.7344e-02 +4.0384e-01 +2.5320e-01 +4.0681e-01 -7.4938e-01 -4.5578e-01 +2.6960e-01 +5.8613e-01 +2.0273e-03 -7.3812e-02 +4.7868e-01 +1.0609e-01 +7.9421e-01 -6.2153e-02 +6.8837e-01 -2.8309e-01 -1.6135e+00 -2.2403e+00
177 +3.680587287e+02 +3.680587287e+02 +3.075987287e+02 +3.075987287e+02 +1.4676e-01 +1.7708e-01 -2.7288e-01 +3.6909e-01 -3.6323e-01 +6.8811e-01 -2.9429e-01 -6.6286e-01 +4.3160e-01 +4.6495e-01 +1.2475e-01 -3.3480e-01 +6.2444e-01 +8.7124e-02 +8.7180e-01 -7.5260e-01 +1.0647e+00 -4.7963e-01 -2.4442e+00 -3.5027e+00
178 +3.591007373e+02 +3.591007373e+02 +2.986407373e+02 +2.986407373e+02 +3.3663e-01 +2.1400e-01 -2.1302e-01 +5.3519e-01 -3.4259e-01 +6.0374e-01 -7.4626e-01 -6.8307e-01 +2.8934e-01 +4.9110e-01 +2.2427e-01 -4.6984e-01 +1.3380e-01 -2.1387e-01 +8.7206e-01 -6.8558e-01 +8.3008e-01 -5.8133e-01 -2.0455e+00 -2.9169e+00
187 +3.176548191e+02 +3.176548191e+02 +2.571948191e+02 +2.571948191e+02 +7.3231e-01 +3.4394e-01 -1.9826e-01 +5.2369e-01 -2.7770e-01 +4.0902e-01 -6.2916e-01 -9.0641e-01 +4.5789e-01 +6.2573e-01 -2.4777e-02 -3.7813e-01 +3.6704e-01 -3.2639e-01 +7.6919e-01 -3.9834e-01 +8.5569e-01 -6.7809e-01 -2.3792e+00 -3.2445e+00
249 +3.147961514e+02 +3.147961514e+02 +2.543361514e+02 +2.543361514e+02 +4.8444e-01 +2.4169e-01 +1.9345e-01 +3.9245e-01 -7.0361e-01 +9.6234e-01 -6.5958e-01 -6.2893e-01 +1.0992e+00 +8.5820e-01 +4.4673e-01 -1.8418e-01 +2.2508e-01 -1.4286e-01 +1.1129e+00 +2.8643e-01 +9.6196e-01 -8.0507e-01 -2.7584e+00 -2.4681e+00
298 +2.937584384e+02 +2.937584384e+02 +2.332984384e+02 +2.332984384e+02 -1.1272e-01 +8.8320e-01 +3.7697e-01 +2.3229e-01 -1.0072e+00 +6.2912e-01 -8.9102e-01 -8.3067e-01 +1.2120e+00 +8.7452e-01 +9.6775e-02 +1.8224e-01 +5.9534e-01 -1.7348e-01 +7.4467e-01 +4.9414e-01 +8.0872e-01 -8.4960e-01 -2.7163e+00 -2.5941e+00
302 +2.861806671e+02 +2.861806671e+02 +2.257206671e+02 +2.257206671e+02 -1.0212e-01 +6.5130e-01 +1.3510e-01 -1.5025e-01 -1.1901e+00 +4.9519e-01 -7.8716e-01 -7.5638e-01 +1.6113e+00 +1.0951e+00 +8.6086e-02 +2.1809e-01 +5.5796e-01 -1.5716e-01 +1.0232e+00 +8.3955e-01 +5.1503e-01 -1.0989e+00 -2.9479e+00 -2.8161e+00
334 +2.623854756e+02 +2.623854756e+02 +2.019254756e+02 +2.019254756e+02 -7.6551e-02 +1.1218e+00 -2.7294e-02 -4.5236e-01 -1.4835e+00 +3.5867e-01 -8.0567e-01 -8.2370e-01 +1.7533e+00 +1.0203e+00 +6.3122e-01 +4.8510e-01 +6.6386e-01 -6.3306e-02 +8.8014e-01 +1.0565e+00 +3.5024e-01 -1.0422e+00 -2.7889e+00 -2.8747e+00
346 +2.482435896e+02 +2.482435896e+02 +1.877835896e+02 +1.877835896e+02 -2.0865e-01 +1.3052e+00 +2.5609e-01 -1.1374e+00 -1.4146e+00 +5.6073e-01 -6.4163e-01 -7.1685e-01 +1.6138e+00 +1.0334e+00 +5.0906e-01 +2.6728e-01 +4.5576e-01 -1.9822e-01 +6.0285e-01 +1.0114e+00 +4.7472e-01 -1.0687e+00 -2.9395e+00 -3.4989e+00
446 +2.397735019e+02 +2.397735019e+02 +1.793135019e+02 +1.793135019e+02 -3.8632e-01 +1.4702e+00 +3.7222e-01 -1.3753e+00 -9.3688e-01 -1.2141e-01 -4.9015e-01 -6.7999e-01 +1.4351e+00 +1.8976e+00 +7.0303e-01 +1.1683e+00 +5.4318e-01 +7.5400e-01 +1.7722e-01 +1.8985e+00 +5.6584e-01 -1.1315e+00 -2.8884e+00 -2.8227e+00
450 +2.311335073e+02 +2.311335073e+02 +1.706735073e+02 +1.706735073e+02 -3.6271e-01 +1.3988e+00 +1.7037e-01 -1.2378e+00 -1.2056e+00 -4.0638e-01 -6.9751e-01 -5.7395e-01 +1.5914e+00 +1.8091e+00 +6.1738e-01 +1.1789e+00 +4.7089e-01 +5.1770e-01 +2.0061e-01 +1.8611e+00 +5.4348e-01 -1.0191e+00 -3.0508e+00 -2.7735e+00
472 +2.213975727e+02 +2.213975727e+02 +1.609375727e+02 +1.609375727e+02 -1.1384e-01 +1.5164e+00 +2.8976e-01 -1.3099e+00 -1.0222e+00 -2.2043e-01 -5.3828e-01 -3.5018e-01 +1.1529e+00 +2.1241e+00 +7.6332e-01 +1.0958e+00 +5.0151e-01 +2.7538e-01 +4.7192e-01 +2.2500e+00 +4.2353e-01 -8.5982e-01 -2.5556e+00 -2.9111e+00
536 +2.163734510e+02 +2.163734510e+02 +1.559134510e+02 +1.559134510e+02 -4.9131e-01 +1.2936e+00 +1.2994e-01 -1.3797e+00 -1.2943e+00 -3.1031e-01 -6.1640e-01 -4.3986e-01 +1.2998e+00 +2.2673e+00 +6.5811e-01 +1.2681e+00 +5.5811e-01 +2.3589e-01 +3.2072e-01 +2.3717e+00 +9.2887e-02 -6.2907e-01 -3.0532e+00 -2.7646e+00
598 +2.073480386e+02 +2.073480386e+02 +1.468880386e+02 +1.468880386e+02 -1.6118e-01 +1.6375e+00 +1.4435e-01 -1.2455e+00 -1.8905e+00 -4.0083e-01 -8.1202e-01 -5.9597e-01 +1.0846e+00 +2.3822e+00 +7.0619e-01 +1.1776e+00 +4.9562e-01 +1.9332e-01 +5.9920e-03 +2.1968e+00 +4.3534e-01 -5.6297e-01 -3.0712e+00 -2.4826e+00
635 +1.968307291e+02 +1.968307291e+02 +1.363707291e+02 +1.363707291e+02 -7.6538e-02 +1.6010e+00 -1.4770e-02 -1.2276e+00 -1.8623e+00 -4.5165e-01 -7.9933e-01 -3.8885e-01 +1.1185e+00 +2.2752e+00 +6.5507e-01 +1.0200e+00 +5.4372e-01 +2.5634e-01 +3.7954e-02 +1.8006e+00 +4.4150e-01 -6.6032e-01 -3.0643e+00 -2.4987e+00
692 +1.897848636e+02 +1.897848636e+02 +1.293248636e+02 +1.293248636e+02 -2.1147e-01 +1.2393e+00 -2.8744e-02 -1.3523e+00 -1.7601e+00 -3.7740e-01 -7.6239e-01 -4.5050e-01 +1.1770e+00 +2.2606e+00 +4.9190e-01 +1.2352e+00 +6.9488e-01 +8.5955e-02 -1.3843e-01 +1.4662e+00 +4.3971e-01 -7.6622e-01 -3.0661e+00 -2.5501e+00
790 +1.778693328e+02 +1.778693328e+02 +1.174093328e+02 +1.174093328e+02 -1.1926e-01 +1.2179e+00 +1.5131e-02 -1.4271e+00 -1.6464e+00 -3.3820e-01 -6.7328e-01 -4.1229e-01 +1.2881e+00 +2.3412e+00 +6.7140e-01 +1.2227e+00 +5.0207e-01 +1.7296e-01 +5.3610e-02 +1.4855e+00 +4.5080e-01 -7.8275e-01 -3.1002e+00 -2.4934e+00
798 +1.654764675e+02 +1.654764675e+02 +1.050164675e+02 +1.050164675e+02 -1.2428e-01 +1.2085e+00 +1.9392e-02 -1.3990e+00 -1.7386e+00 -2.6471e-01 -7.1835e-01 -3.7797e-01 +1.2618e+00 +2.3373e+00 +6.9082e-01 +1.1888e+00 +5.3578e-01 +1.9926e-01 +1.6990e-02 +1.6399e+00 +4.4072e-01 -7.2659e-01 -3.0547e+00 -2.4824e+00
824 +1.613378242e+02 +1.613378242e+02 +1.008778242e+02 +1.008778242e+02 -1.8469e-01 +1.1748e+00 +5.3497e-02 -1.4161e+00 -1.7009e+00 -2.7627e-01 -6.5496e-01 -3.5383e-01 +1.2794e+00 +2.3016e+00 +6.4030e-01 +1.2079e+00 +5.0859e-01 +1.4622e-01 -4.5220e-03 +1.4016e+00 +4.4759e-01 -8.0046e-01 -3.0679e+00 -2.4358e+00
837 +1.394698300e+02 +1.394698300e+02 +7.900982998e+01 +7.900982998e+01 -1.3890e-01 +1.2060e+00 +6.1921e-02 -1.3811e+00 -1.7472e+00 -2.6750e-01 -6.5723e-01 -3.5802e-01 +1.2200e+00 +2.2925e+00 +6.5323e-01 +1.2195e+00 +5.6859e-01 +2.0128e-01 -5.2255e-02 +1.4113e+00 +4.5448e-01 -7.6180e-01 -3.0555e+00 -2.5731e+00
874 +1.340062479e+02 +1.340062479e+02 +7.354624788e+01 +7.354624788e+01 -1.3419e-01 +1.1886e+00 +1.1535e-01 -1.3082e+00 -1.8071e+00 -3.5325e-01 -6.8327e-01 -3.8052e-01 +1.2175e+00 +2.2431e+00 +6.8523e-01 +1.1814e+00 +5.7107e-01 +1.8803e-01 -5.6362e-02 +1.4055e+00 +4.3081e-01 -7.5435e-01 -3.0983e+00 -2.5385e+00
880 +1.309820955e+02 +1.309820955e+02 +7.052209549e+01 +7.052209549e+01 -1.4905e-01 +1.1854e+00 +9.4559e-02 -1.2971e+00 -1.7869e+00 -2.8677e-01 -7.4366e-01 -3.7321e-01 +1.2029e+00 +2.2663e+00 +6.2288e-01 +1.1687e+00 +5.0230e-01 +1.3634e-01 -5.5172e-02 +1.4467e+00 +4.2068e-01 -7.3746e-01 -3.0840e+00 -2.5642e+00
882 +1.275225184e+02 +1.275225184e+02 +6.706251843e+01 +6.706251843e+01 -1.5796e-01 +1.1679e+00 +1.3837e-01 -1.3094e+00 -1.7506e+00 -3.6601e-01 -7.1903e-01 -3.6470e-01 +1.2038e+00 +2.2629e+00 +6.4948e-01 +1.1545e+00 +5.8088e-01 +1.3846e-01 -5.2193e-02 +1.4410e+00 +4.2647e-01 -7.3456e-01 -3.0969e+00 -2.5608e+00
1009 +1.252161366e+02 +1.252161366e+02 +6.475613660e+01 +6.475613660e+01 -4.1647e-01 +1.2833e+00 +1.2762e-01 -1.2417e+00 -1.8089e+00 -3.3057e-01 -7.7567e-01 -3.7175e-01 +1.1953e+00 +2.3369e+00 +6.5084e-01 +1.2106e+00 +5.1536e-01 +1.4528e-01 -2.0874e-02 +1.4557e+00 +4.4978e-01 -7.2042e-01 -3.0642e+00 -2.5966e+00
